Season|PlayerTeam|GP|W|L|Min|DistFeet|DistMiles|DistMilesOff|DistMilesDef|AvgSpeed|AvgSpeedOff|AvgSpeedDef|injuryCntYear
2019-20|Jabari Parker|38.0|9.0|29.0|24.1|10209.0|1.93|1.05|0.88|4.46|4.87|4.06|4
2019-20|Jacob Evans|29.0|8.0|21.0|14.4|6108.3|1.16|0.62|0.53|4.53|4.93|4.14|6
2019-20|Jae Crowder|64.0|29.0|35.0|28.8|11085.1|2.1|1.11|0.98|4.1|4.39|3.81|3
2019-20|Jahlil Okafor|30.0|9.0|21.0|15.6|6172.9|1.17|0.62|0.55|4.21|4.57|3.86|5
2019-20|Jake Layman|23.0|11.0|12.0|22.0|9215.5|1.75|0.95|0.8|4.41|4.81|4.0|1
2019-20|Jakob Poeltl|65.0|29.0|36.0|17.8|7511.8|1.42|0.76|0.66|4.49|4.89|4.11|1
2019-20|Jalen Brunson|56.0|33.0|23.0|18.0|7206.2|1.36|0.75|0.62|4.25|4.56|3.93|0
2019-20|Jalen Lecque|5.0|2.0|3.0|6.3|2593.6|0.49|0.26|0.24|4.36|4.77|4.0|2
2019-20|Jalen McDaniels|16.0|7.0|9.0|18.3|7730.9|1.46|0.8|0.66|4.52|4.91|4.12|0
2019-20|Jamal Crawford|1.0|1.0|0.0|6.0|2227.0|0.42|0.26|0.17|3.83|5.22|4.27|1
2019-20|Jamal Murray|59.0|38.0|21.0|32.3|12885.0|2.44|1.37|1.07|4.25|4.67|3.82|1
2019-20|James Ennis|69.0|42.0|27.0|18.4|7532.6|1.43|0.76|0.66|4.45|4.7|4.21|3
2019-20|James Harden|68.0|43.0|25.0|36.5|12057.4|2.28|1.21|1.08|3.53|3.87|3.22|2
2019-20|James Johnson|32.0|14.0|18.0|19.4|7464.8|1.41|0.76|0.65|4.1|4.53|3.7|6
2019-20|Jared Dudley|45.0|30.0|15.0|8.1|3123.5|0.59|0.33|0.26|4.11|4.59|3.61|2
2019-20|Jared Harper|3.0|1.0|2.0|2.6|800.7|0.15|0.08|0.07|4.53|3.76|3.51|1
2019-20|Jaren Jackson|57.0|28.0|29.0|28.5|11417.0|2.16|1.18|0.98|4.27|4.71|3.83|0
2019-20|Jarred Vanderbilt|11.0|6.0|5.0|4.2|1486.0|0.28|0.15|0.13|4.37|4.8|3.94|0
2019-20|Jarrell Brantley|9.0|3.0|6.0|10.7|3952.4|0.75|0.42|0.33|4.1|4.37|3.8|0
2019-20|Jarrett Allen|70.0|33.0|37.0|26.5|10032.4|1.9|1.03|0.87|4.05|4.44|3.66|0
2019-20|Jarrett Culver|63.0|19.0|44.0|23.9|9436.4|1.79|0.97|0.82|4.22|4.6|3.85|1
2019-20|Jarrod Uthoff|7.0|4.0|3.0|7.6|3137.1|0.59|0.32|0.27|4.44|4.83|4.04|0
2019-20|Javonte Green|48.0|33.0|15.0|9.8|3955.1|0.75|0.39|0.36|4.33|4.54|4.12|0
2019-20|Jaxson Hayes|63.0|28.0|35.0|17.1|6897.7|1.31|0.69|0.62|4.27|4.68|3.89|0
2019-20|Jaylen Brown|57.0|38.0|19.0|33.9|13083.6|2.48|1.3|1.18|4.11|4.37|3.86|4
2019-20|Jaylen Hoard|13.0|7.0|6.0|7.9|3463.4|0.66|0.34|0.31|4.59|4.89|4.4|0
2019-20|Jaylen Nowell|15.0|2.0|13.0|10.1|4120.9|0.78|0.42|0.36|4.32|4.73|4.0|0
2019-20|Jayson Tatum|66.0|46.0|20.0|34.3|12948.2|2.45|1.33|1.12|4.01|4.38|3.63|3
2019-20|Jeff Green|48.0|28.0|20.0|20.0|7208.4|1.37|0.7|0.66|3.9|4.13|3.68|0
2019-20|Jeff Teague|59.0|22.0|37.0|24.8|8703.9|1.65|0.9|0.74|3.71|4.09|3.33|6
2019-20|Jerami Grant|71.0|45.0|26.0|26.6|10235.0|1.94|1.06|0.88|4.06|4.31|3.8|2
2019-20|Jeremiah Martin|9.0|6.0|3.0|11.0|4716.4|0.89|0.5|0.39|4.44|4.72|4.13|0
2019-20|Jeremy Lamb|46.0|27.0|19.0|28.1|10964.8|2.08|1.11|0.97|4.16|4.37|3.94|4
2019-20|Jeremy Pargo|3.0|0.0|3.0|14.8|6082.0|1.15|0.62|0.53|4.44|5.19|3.79|0
2019-20|Jerian Grant|6.0|1.0|5.0|13.4|5242.2|0.99|0.53|0.46|4.13|4.33|3.77|0
2019-20|Jerome Robinson|63.0|36.0|27.0|15.5|6549.5|1.24|0.66|0.58|4.54|4.96|4.15|0
2019-20|Jevon Carter|58.0|29.0|29.0|16.3|6733.9|1.28|0.65|0.62|4.47|4.54|4.4|0
2019-20|Jimmy Butler|58.0|38.0|20.0|33.8|13351.3|2.53|1.37|1.15|4.2|4.46|3.93|6
2019-20|Joakim Noah|5.0|4.0|1.0|10.0|4118.0|0.78|0.45|0.33|4.28|4.73|3.76|3
2019-20|Joe Chealey|4.0|1.0|3.0|8.4|3631.0|0.69|0.37|0.32|4.73|5.16|4.32|0
2019-20|Joe Harris|69.0|33.0|36.0|30.8|12705.0|2.41|1.38|1.03|4.46|5.08|3.83|3
2019-20|Joe Ingles|72.0|44.0|28.0|29.7|11721.0|2.22|1.21|1.01|4.2|4.5|3.89|0
2019-20|Joel Embiid|51.0|32.0|19.0|29.5|10563.4|2.0|1.09|0.91|3.77|4.01|3.52|12
2019-20|John Collins|41.0|15.0|26.0|33.3|13085.4|2.48|1.34|1.13|4.18|4.59|3.78|1
2019-20|John Henson|40.0|8.0|32.0|15.0|5574.7|1.06|0.56|0.49|3.96|4.11|3.8|3
2019-20|John Konchar|19.0|9.0|10.0|9.5|3808.2|0.72|0.39|0.33|4.37|4.59|4.12|0
2019-20|Johnathan Motley|13.0|8.0|5.0|3.2|1205.4|0.23|0.12|0.11|4.21|4.45|3.72|0
2019-20|Johnathan Williams|15.0|7.0|8.0|12.0|4803.9|0.91|0.49|0.42|4.28|4.6|3.95|0
2019-20|Jonah Bolden|7.0|6.0|1.0|6.7|2697.0|0.51|0.28|0.23|4.43|4.54|4.29|4
2019-20|Jonas Valanciunas|70.0|32.0|38.0|26.4|9932.1|1.88|1.02|0.87|4.02|4.31|3.73|4
2019-20|Jonathan Isaac|34.0|15.0|19.0|28.8|11631.0|2.2|1.22|0.99|4.33|4.83|3.84|3
2019-20|Jordan Bell|29.0|8.0|21.0|8.8|3364.0|0.64|0.34|0.3|4.23|4.53|3.94|2
2019-20|Jordan Bone|10.0|3.0|7.0|5.3|1895.7|0.36|0.2|0.15|4.3|4.4|3.92|5
2019-20|Jordan Clarkson|71.0|34.0|37.0|24.0|9879.1|1.87|1.04|0.83|4.37|4.72|4.0|0
2019-20|Jordan McLaughlin|30.0|7.0|23.0|19.7|8131.3|1.54|0.84|0.7|4.52|4.96|4.08|0
2019-20|Jordan McRae|37.0|12.0|25.0|21.2|7904.4|1.5|0.8|0.69|3.95|4.31|3.6|8
2019-20|Jordan Poole|57.0|12.0|45.0|22.4|8586.5|1.63|0.9|0.72|4.07|4.53|3.61|1
2019-20|Josh Gray|2.0|1.0|1.0|11.4|4826.5|0.91|0.47|0.44|4.3|4.34|4.26|0
2019-20|Josh Hart|64.0|26.0|38.0|27.2|11062.0|2.1|1.12|0.98|4.29|4.69|3.91|6
2019-20|Josh Jackson|22.0|10.0|12.0|17.3|6820.4|1.29|0.68|0.61|4.17|4.46|3.9|1
2019-20|Josh Magette|8.0|3.0|5.0|4.7|1677.4|0.32|0.18|0.14|4.21|4.74|3.96|0
2019-20|Josh Okogie|62.0|19.0|43.0|25.0|10055.2|1.9|0.97|0.94|4.27|4.36|4.18|2
2019-20|Josh Reaves|4.0|2.0|2.0|7.1|2784.5|0.53|0.27|0.25|4.17|4.41|3.93|0
2019-20|Josh Richardson|55.0|33.0|22.0|30.8|12463.2|2.36|1.3|1.06|4.29|4.56|3.99|6
2019-20|Jrue Holiday|60.0|26.0|34.0|34.7|13948.5|2.64|1.45|1.2|4.28|4.88|3.72|3
2019-20|Juan Toscano-Anderson|13.0|3.0|10.0|20.9|9044.3|1.71|0.96|0.75|4.58|5.06|4.09|0
2019-20|Juancho Hernangomez|48.0|24.0|24.0|17.4|6884.2|1.3|0.69|0.62|4.4|4.65|4.16|0
2019-20|Julius Randle|64.0|21.0|43.0|32.5|12057.2|2.28|1.25|1.03|3.96|4.29|3.61|2
2019-20|Justin Anderson|10.0|6.0|4.0|10.7|4090.9|0.77|0.44|0.34|4.02|4.42|3.7|0
2019-20|Justin Holiday|73.0|45.0|28.0|25.0|10127.4|1.92|1.04|0.88|4.34|4.74|3.94|0
2019-20|Justin Jackson|64.0|38.0|26.0|16.0|6288.1|1.19|0.66|0.53|4.3|4.59|3.99|0
2019-20|Justin James|36.0|14.0|22.0|6.5|2707.3|0.51|0.26|0.25|4.42|4.56|4.23|0
2019-20|Justin Patton|5.0|2.0|3.0|4.8|1909.8|0.36|0.19|0.17|4.09|4.62|3.58|0
2019-20|Justin Robinson|9.0|2.0|7.0|5.4|1642.1|0.31|0.16|0.15|4.2|5.01|3.55|0
2019-20|Justin Wright-Foreman|4.0|1.0|3.0|11.3|4440.8|0.84|0.47|0.37|4.24|4.47|3.99|0
2019-20|Justise Winslow|11.0|7.0|4.0|32.0|12477.4|2.36|1.32|1.05|4.11|4.46|3.74|6
2019-20|Jusuf Nurkic|8.0|6.0|2.0|31.6|12086.3|2.29|1.21|1.07|4.09|4.31|3.87|4
2019-20|Juwan Morgan|21.0|12.0|9.0|6.4|2554.3|0.48|0.27|0.22|4.23|4.46|3.98|2
2019-20|KZ Okpala|5.0|2.0|3.0|5.2|1848.6|0.35|0.16|0.19|4.16|4.09|3.78|0
2019-20|Kadeem Allen|10.0|3.0|7.0|11.7|4753.5|0.9|0.52|0.38|4.28|4.98|3.59|7
2019-20|Karl-Anthony Towns|35.0|10.0|25.0|33.9|12487.6|2.37|1.26|1.11|3.9|4.15|3.65|6
2019-20|Kawhi Leonard|57.0|41.0|16.0|32.4|12665.0|2.4|1.31|1.09|4.14|4.6|3.7|8
2019-20|Keita Bates-Diop|44.0|10.0|34.0|16.9|6661.2|1.26|0.69|0.57|4.17|4.48|3.84|2
2019-20|Kelan Martin|31.0|12.0|19.0|16.0|6436.7|1.22|0.64|0.58|4.25|4.54|3.98|0
2019-20|Keldon Johnson|17.0|8.0|9.0|17.7|7322.2|1.39|0.73|0.66|4.36|4.66|4.04|0
2019-20|Kelly Olynyk|66.0|41.0|25.0|19.5|7671.3|1.45|0.8|0.65|4.15|4.53|3.77|0
2019-20|Kelly Oubre|55.0|22.0|33.0|34.4|13235.6|2.51|1.35|1.16|4.08|4.42|3.74|0
2019-20|Kemba Walker|56.0|37.0|19.0|31.1|12286.1|2.33|1.3|1.03|4.21|4.71|3.7|2
2019-20|Kendrick Nunn|66.0|42.0|24.0|29.3|11362.1|2.15|1.19|0.96|4.13|4.49|3.75|0
2019-20|Kenrich Williams|39.0|12.0|27.0|21.3|8993.8|1.7|0.92|0.78|4.5|5.0|4.03|1
2019-20|Kent Bazemore|67.0|32.0|35.0|24.8|10260.9|1.94|1.04|0.9|4.37|4.64|4.1|1
2019-20|Kentavious Caldwell-Pope|69.0|51.0|18.0|25.5|9845.1|1.86|0.96|0.9|4.16|4.36|3.96|0
2019-20|Kevin Hervey|10.0|3.0|7.0|5.2|2034.9|0.39|0.2|0.18|4.16|4.32|3.78|0
2019-20|Kevin Huerter|56.0|19.0|37.0|31.4|12673.1|2.4|1.28|1.12|4.28|4.58|3.98|7
2019-20|Kevin Knox|65.0|21.0|44.0|17.9|6801.1|1.29|0.68|0.61|4.16|4.46|3.88|0
2019-20|Kevin Love|56.0|16.0|40.0|31.8|11513.2|2.18|1.2|0.98|3.87|4.09|3.63|7
2019-20|Kevin Porter|50.0|15.0|35.0|23.2|9272.6|1.76|0.93|0.82|4.24|4.38|4.1|0
2019-20|Kevon Looney|20.0|6.0|14.0|13.1|5163.8|0.98|0.53|0.45|4.22|4.48|3.95|7
2019-20|Khem Birch|48.0|19.0|29.0|19.2|7620.1|1.44|0.77|0.68|4.25|4.4|4.08|0
2019-20|Khris Middleton|61.0|45.0|16.0|29.8|11740.4|2.22|1.17|1.05|4.2|4.66|3.78|4
2019-20|Khyri Thomas|8.0|2.0|6.0|7.7|3145.1|0.6|0.33|0.26|4.46|4.76|4.13|3
2019-20|Kostas Antetokounmpo|5.0|3.0|2.0|4.0|1400.8|0.27|0.14|0.13|4.11|4.51|3.73|8
2019-20|Kris Dunn|51.0|19.0|32.0|24.9|10082.1|1.91|0.99|0.92|4.31|4.59|4.05|4
2019-20|Kristaps Porzingis|55.0|30.0|25.0|31.6|11565.8|2.19|1.21|0.98|3.9|4.21|3.58|1
2019-20|Ky Bowman|45.0|9.0|36.0|22.6|9562.5|1.81|0.96|0.85|4.52|4.75|4.28|0
2019-20|Kyle Alexander|2.0|0.0|2.0|6.7|2815.5|0.53|0.26|0.28|4.55|4.17|4.93|0
2019-20|Kyle Anderson|67.0|32.0|35.0|19.9|7877.8|1.49|0.8|0.69|4.21|4.52|3.91|7
2019-20|Kyle Guy|3.0|2.0|1.0|3.2|1447.0|0.27|0.14|0.13|4.46|4.48|4.44|0
2019-20|Kyle Korver|57.0|42.0|15.0|16.5|6811.2|1.29|0.68|0.61|4.37|4.69|4.06|6
2019-20|Kyle Kuzma|61.0|46.0|15.0|25.0|10007.1|1.9|1.01|0.88|4.23|4.58|3.9|9
2019-20|Kyle Lowry|57.0|40.0|17.0|36.2|13043.3|2.47|1.34|1.13|3.81|4.23|3.41|5
2019-20|Kyle O'Quinn|29.0|18.0|11.0|10.8|3794.3|0.72|0.4|0.32|3.84|4.01|3.64|1
2019-20|Kyrie Irving|20.0|8.0|12.0|32.9|12511.0|2.37|1.3|1.07|4.04|4.52|3.58|12
2019-20|LaMarcus Aldridge|52.0|22.0|30.0|33.0|12189.6|2.31|1.25|1.06|3.94|4.2|3.68|2
2019-20|Lance Thomas|7.0|4.0|3.0|14.0|5663.7|1.07|0.57|0.5|4.4|4.59|4.21|1
2019-20|Landry Shamet|53.0|34.0|19.0|27.4|11760.0|2.23|1.21|1.02|4.54|5.01|4.09|3
2019-20|Langston Galloway|65.0|20.0|45.0|25.9|10163.9|1.92|1.03|0.89|4.26|4.49|4.02|0
2019-20|Larry Nance|56.0|16.0|40.0|26.3|10064.7|1.91|1.03|0.88|4.06|4.25|3.86|0
2019-20|Lauri Markkanen|50.0|18.0|32.0|29.8|11799.8|2.23|1.2|1.03|4.22|4.66|3.8|1
2019-20|LeBron James|67.0|50.0|17.0|34.6|12116.1|2.29|1.26|1.03|3.74|4.17|3.32|7
2019-20|Lonnie Walker|60.0|28.0|32.0|16.1|6361.8|1.2|0.64|0.56|4.22|4.57|3.89|0
2019-20|Lonzo Ball|62.0|26.0|36.0|32.0|12795.1|2.42|1.33|1.09|4.3|4.84|3.79|3
2019-20|Lou Williams|65.0|44.0|21.0|28.7|10667.4|2.02|1.13|0.89|3.92|4.46|3.4|3
2019-20|Louis King|10.0|3.0|7.0|6.2|2574.9|0.49|0.28|0.21|4.36|4.85|3.85|0
2019-20|Luc Mbah|3.0|1.0|2.0|8.2|2991.3|0.57|0.28|0.29|3.81|4.05|3.63|0
2019-20|Luguentz Dort|36.0|26.0|10.0|22.8|8848.5|1.68|0.82|0.85|4.14|4.08|4.2|0
2019-20|Luka Doncic|59.0|34.0|25.0|33.4|12562.5|2.38|1.37|1.01|4.0|4.51|3.46|9
2019-20|Luka Samanic|3.0|1.0|2.0|16.1|6665.3|1.26|0.64|0.62|4.43|5.04|3.96|0
2019-20|Luke Kennard|27.0|11.0|16.0|32.9|13195.7|2.5|1.42|1.08|4.26|4.65|3.82|4
2019-20|Luke Kornet|36.0|11.0|25.0|15.5|6045.9|1.15|0.61|0.53|4.21|4.57|3.85|4
2019-20|Malcolm Brogdon|54.0|34.0|20.0|30.9|11761.2|2.23|1.25|0.98|4.06|4.53|3.59|8
2019-20|Malcolm Miller|28.0|24.0|4.0|5.8|2488.4|0.47|0.25|0.22|4.48|4.68|4.29|0
2019-20|Malik Beasley|55.0|30.0|25.0|22.0|8667.3|1.64|0.91|0.74|4.24|4.66|3.82|1
2019-20|Malik Monk|54.0|18.0|36.0|21.0|8185.7|1.55|0.86|0.69|4.23|4.62|3.84|1
2019-20|Malik Newman|1.0|0.0|1.0|3.7|1246.0|0.24|0.16|0.08|3.13|6.16|3.17|0
2019-20|Marc Gasol|43.0|34.0|9.0|26.6|8978.7|1.7|0.87|0.83|3.58|3.73|3.44|4
2019-20|Marco Belinelli|56.0|26.0|30.0|15.6|6483.8|1.23|0.69|0.54|4.47|5.11|3.84|2
2019-20|Marcus Morris|62.0|26.0|36.0|31.2|11659.4|2.21|1.18|1.03|3.97|4.26|3.69|8
2019-20|Marcus Smart|60.0|39.0|21.0|32.0|11940.6|2.26|1.21|1.05|3.95|4.29|3.62|5
2019-20|Marial Shayok|4.0|2.0|2.0|7.0|2941.5|0.56|0.31|0.25|4.35|4.52|4.15|0
2019-20|Mario Hezonja|52.0|23.0|29.0|16.7|6426.5|1.22|0.66|0.55|4.18|4.52|3.83|5
2019-20|Markelle Fultz|72.0|33.0|39.0|27.7|11522.9|2.18|1.22|0.97|4.44|4.97|3.92|1
2019-20|Markieff Morris|57.0|22.0|35.0|20.5|7553.7|1.43|0.77|0.66|3.89|4.13|3.64|5
2019-20|Marko Guduric|44.0|19.0|25.0|11.0|4455.0|0.84|0.46|0.39|4.37|4.73|4.0|0
2019-20|Marques Bolden|1.0|0.0|1.0|2.8|1105.0|0.21|0.1|0.11|3.91|4.75|3.32|0
2019-20|Marquese Chriss|59.0|15.0|44.0|20.3|8057.7|1.53|0.82|0.71|4.2|4.58|3.84|0
2019-20|Marvin Bagley|13.0|2.0|11.0|25.7|10541.6|2.0|1.02|0.98|4.36|4.52|4.2|0
2019-20|Marvin Williams|57.0|21.0|36.0|19.3|7285.8|1.38|0.73|0.65|4.08|4.27|3.88|4
2019-20|Mason Plumlee|61.0|38.0|23.0|17.3|6840.5|1.3|0.7|0.6|4.16|4.45|3.88|1
2019-20|Matisse Thybulle|65.0|40.0|25.0|19.8|8096.6|1.53|0.79|0.74|4.36|4.39|4.32|2
2019-20|Matt Mooney|4.0|0.0|4.0|4.7|2102.8|0.4|0.2|0.2|4.7|4.92|4.5|0
2019-20|Matt Thomas|40.0|30.0|10.0|10.9|4765.4|0.9|0.5|0.4|4.71|5.14|4.27|1
2019-20|Matthew Dellavedova|57.0|17.0|40.0|14.4|5749.8|1.09|0.6|0.48|4.31|4.78|3.84|4
2019-20|Maurice Harkless|62.0|39.0|23.0|23.0|9195.4|1.74|0.9|0.85|4.24|4.4|4.09|0
2019-20|Max Strus|2.0|0.0|2.0|3.1|1565.5|0.3|0.15|0.14|4.85|5.76|4.19|5
2019-20|Maxi Kleber|72.0|40.0|32.0|25.4|9663.6|1.83|1.02|0.82|4.03|4.32|3.71|7
2019-20|Melvin Frazier|19.0|6.0|13.0|6.6|2582.3|0.49|0.26|0.23|4.26|4.59|3.95|0
2019-20|Meyers Leonard|51.0|34.0|17.0|20.3|7301.1|1.38|0.75|0.63|3.86|4.03|3.68|0
2019-20|Mfiondu Kabengele|12.0|9.0|3.0|5.4|1879.1|0.36|0.18|0.17|4.17|4.28|4.07|0
2019-20|Michael Carter-Williams|45.0|21.0|24.0|18.5|7407.2|1.4|0.76|0.65|4.27|4.55|3.99|6
2019-20|Michael Frazier|13.0|7.0|6.0|11.1|4617.1|0.87|0.42|0.46|4.43|4.4|4.38|0
2019-20|Michael Kidd-Gilchrist|24.0|11.0|13.0|11.6|4609.5|0.87|0.45|0.42|4.27|4.43|4.11|5
2019-20|Michael Porter|55.0|36.0|19.0|16.4|6552.6|1.24|0.67|0.57|4.28|4.46|4.08|0
2019-20|Mikal Bridges|72.0|34.0|38.0|27.9|11775.7|2.23|1.18|1.05|4.46|4.78|4.15|0
2019-20|Mike Conley|47.0|26.0|21.0|29.0|11590.4|2.2|1.22|0.97|4.25|4.68|3.81|0
2019-20|Mike Muscala|47.0|26.0|21.0|12.2|4928.8|0.93|0.52|0.41|4.29|4.77|3.81|3
2019-20|Mike Scott|68.0|39.0|29.0|17.8|7062.8|1.34|0.73|0.61|4.27|4.52|4.0|3
2019-20|Miles Bridges|64.0|23.0|41.0|30.9|12285.9|2.33|1.22|1.1|4.26|4.44|4.07|0
2019-20|Mitchell Robinson|61.0|20.0|41.0|23.1|8995.8|1.7|0.89|0.81|4.12|4.32|3.93|4
2019-20|Miye Oni|10.0|5.0|5.0|10.9|4454.4|0.84|0.45|0.39|4.39|4.5|4.26|0
2019-20|Mo Bamba|62.0|30.0|32.0|14.2|5418.7|1.03|0.55|0.48|4.11|4.31|3.92|5
2019-20|Monte Morris|73.0|46.0|27.0|22.4|8829.7|1.67|0.94|0.73|4.25|4.68|3.8|0
2019-20|Montrezl Harrell|63.0|44.0|19.0|27.8|9990.1|1.89|1.0|0.89|3.78|4.08|3.5|1
2019-20|Moritz Wagner|45.0|15.0|30.0|18.6|7689.7|1.46|0.79|0.66|4.37|4.89|3.87|0
2019-20|Moses Brown|9.0|4.0|5.0|3.6|1464.8|0.28|0.15|0.13|4.34|4.52|4.17|0
2019-20|Mychal Mulder|7.0|3.0|4.0|29.1|11497.3|2.18|1.2|0.98|4.15|4.58|3.77|0
2019-20|Myles Turner|62.0|37.0|25.0|29.4|11206.9|2.12|1.15|0.97|4.07|4.38|3.75|5
2019-20|Nassir Little|48.0|22.0|26.0|11.9|4950.3|0.94|0.5|0.43|4.47|4.67|4.27|2
2019-20|Naz Mitrou-Long|5.0|3.0|2.0|9.4|3364.0|0.64|0.37|0.27|4.01|4.42|3.34|2
2019-20|Naz Reid|30.0|8.0|22.0|16.5|6504.2|1.23|0.66|0.57|4.19|4.53|3.86|3
2019-20|Nemanja Bjelica|71.0|31.0|40.0|27.9|10658.1|2.02|1.09|0.93|4.07|4.39|3.74|2
2019-20|Nerlens Noel|61.0|38.0|23.0|18.5|7389.1|1.4|0.77|0.63|4.2|4.64|3.77|4
2019-20|Nickeil Alexander-Walker|47.0|19.0|28.0|12.6|5543.3|1.05|0.6|0.45|4.67|5.45|3.95|0
2019-20|Nicolas Batum|21.0|6.0|15.0|22.4|8957.4|1.7|0.9|0.8|4.23|4.44|4.02|5
2019-20|Nicolas Claxton|15.0|5.0|10.0|12.5|4636.2|0.88|0.47|0.41|4.33|4.64|4.02|3
2019-20|Nicolo Melli|59.0|26.0|33.0|17.2|6953.9|1.32|0.7|0.61|4.29|4.62|3.97|0
2019-20|Nigel Williams-Goss|10.0|6.0|4.0|5.0|1790.6|0.34|0.19|0.15|4.13|4.32|3.93|5
2019-20|Nikola Jokic|73.0|46.0|27.0|32.0|11628.0|2.2|1.21|0.99|3.88|4.17|3.58|0
2019-20|Nikola Vucevic|62.0|28.0|34.0|32.2|11633.2|2.2|1.17|1.04|3.86|4.1|3.62|2
2019-20|Noah Vonleh|36.0|13.0|23.0|10.5|4098.0|0.78|0.43|0.35|4.21|4.69|3.73|3
2019-20|Norman Powell|51.0|39.0|12.0|28.2|11265.7|2.13|1.11|1.03|4.22|4.53|3.93|2
2019-20|Norvel Pelle|24.0|12.0|12.0|9.7|3663.3|0.69|0.38|0.31|4.01|4.28|3.74|0
2019-20|OG Anunoby|68.0|49.0|19.0|29.8|11670.5|2.21|1.11|1.1|4.16|4.28|4.04|0
2019-20|Omari Spellman|49.0|11.0|38.0|18.1|7026.6|1.33|0.7|0.63|4.19|4.41|3.98|4
2019-20|Oshae Brissett|19.0|15.0|4.0|7.1|2859.6|0.54|0.29|0.25|4.19|4.33|4.04|0
2019-20|Otto Porter|14.0|5.0|9.0|23.6|9788.4|1.85|0.99|0.87|4.4|4.8|3.99|0
2019-20|P.J. Tucker|72.0|44.0|28.0|34.3|12897.6|2.44|1.22|1.22|4.02|4.19|3.87|0
2019-20|P.J. Washington|57.0|22.0|35.0|30.5|11861.4|2.25|1.21|1.03|4.16|4.45|3.87|2
2019-20|PJ Dozier|29.0|18.0|11.0|14.2|5763.8|1.09|0.6|0.49|4.28|4.74|3.82|0
2019-20|Pascal Siakam|59.0|45.0|14.0|35.1|13757.4|2.61|1.39|1.21|4.14|4.52|3.78|2
2019-20|Pat Connaughton|66.0|52.0|14.0|18.7|7764.1|1.47|0.78|0.69|4.39|4.68|4.1|0
2019-20|Patrick Beverley|51.0|38.0|13.0|26.3|10791.0|2.04|1.12|0.93|4.35|4.81|3.9|9
2019-20|Patrick McCaw|36.0|26.0|10.0|24.8|9617.4|1.82|0.93|0.89|4.09|4.19|4.0|8
2019-20|Patrick Patterson|59.0|39.0|20.0|13.2|5047.5|0.96|0.52|0.43|4.09|4.44|3.75|1
2019-20|Patty Mills|65.0|27.0|38.0|22.4|9470.9|1.79|0.98|0.82|4.46|4.94|4.0|0
2019-20|Paul George|48.0|34.0|14.0|29.6|11413.0|2.16|1.17|0.99|4.1|4.5|3.7|3
2019-20|Paul Millsap|51.0|30.0|21.0|24.3|9173.5|1.74|0.92|0.81|4.04|4.24|3.82|4
2019-20|Paul Watson|10.0|7.0|3.0|8.7|3733.7|0.71|0.4|0.31|4.42|4.76|4.05|0
2019-20|Quinn Cook|44.0|31.0|13.0|11.5|3905.6|0.74|0.4|0.34|4.33|4.55|4.12|0
2019-20|Quinndary Weatherspoon|11.0|5.0|6.0|7.1|3097.2|0.59|0.32|0.27|4.65|5.08|4.1|0
2019-20|RJ Barrett|56.0|17.0|39.0|30.4|12182.7|2.31|1.22|1.09|4.26|4.52|4.01|0
2019-20|Rajon Rondo|48.0|37.0|11.0|20.5|7840.7|1.48|0.81|0.67|4.04|4.42|3.66|2
2019-20|Raul Neto|54.0|29.0|25.0|12.4|4910.3|0.93|0.51|0.42|4.31|4.57|4.03|4
2019-20|Rayjon Tucker|20.0|12.0|8.0|8.1|3144.6|0.6|0.33|0.27|4.28|4.46|4.14|0
2019-20|Reggie Bullock|29.0|9.0|20.0|23.6|9296.9|1.76|0.95|0.81|4.2|4.46|3.92|4
2019-20|Reggie Jackson|31.0|16.0|15.0|24.0|9241.5|1.75|0.96|0.79|4.08|4.46|3.68|1
2019-20|Richaun Holmes|43.0|16.0|27.0|28.4|10593.9|2.01|1.03|0.98|3.96|4.08|3.83|5
2019-20|Ricky Rubio|64.0|32.0|32.0|30.9|12394.9|2.35|1.32|1.03|4.25|4.81|3.7|10
2019-20|Robert Covington|70.0|27.0|43.0|30.5|11635.1|2.2|1.19|1.02|4.06|4.45|3.67|2
2019-20|Robert Williams|29.0|19.0|10.0|13.4|5166.2|0.98|0.5|0.48|4.07|4.31|3.83|0
2019-20|Robin Lopez|66.0|51.0|15.0|14.5|5629.4|1.07|0.58|0.48|4.25|4.64|3.85|0
2019-20|Rodions Kurucs|47.0|18.0|29.0|14.5|5969.1|1.13|0.63|0.5|4.36|4.85|3.87|1
2019-20|Rodney Hood|21.0|8.0|13.0|29.5|11712.8|2.22|1.2|1.02|4.23|4.47|3.99|7
2019-20|Rodney McGruder|56.0|38.0|18.0|15.6|6392.3|1.21|0.62|0.59|4.41|4.7|4.14|6
2019-20|Romeo Langford|32.0|22.0|10.0|11.6|4719.9|0.89|0.46|0.43|4.32|4.43|4.2|6
2019-20|Rondae Hollis-Jefferson|59.0|42.0|17.0|18.9|7927.6|1.5|0.78|0.72|4.4|4.61|4.18|3
2019-20|Royce O'Neale|71.0|44.0|27.0|28.9|11402.5|2.16|1.18|0.98|4.21|4.52|3.89|0
2019-20|Rudy Gay|66.0|29.0|37.0|21.6|8351.8|1.58|0.85|0.73|4.12|4.44|3.8|5
2019-20|Rudy Gobert|68.0|42.0|26.0|34.3|13133.9|2.49|1.35|1.14|4.07|4.36|3.78|3
