Season|PlayerTeam|GP|W|L|Min|DistFeet|DistMiles|DistMilesOff|DistMilesDef|AvgSpeed|AvgSpeedOff|AvgSpeedDef|injuryCntYear
2017-18|Rodney Purvis|16.0|5.0|11.0|18.1|6643.1|1.26|0.66|0.6|4.26|4.4|4.11|0
2017-18|Ron Baker|28.0|11.0|17.0|13.1|5483.2|1.04|0.56|0.48|4.78|5.25|4.32|4
2017-18|Rondae Hollis-Jefferson|66.0|25.0|41.0|28.1|11067.7|2.1|1.14|0.96|4.49|4.8|4.19|3
2017-18|Royce O'Neale|69.0|43.0|26.0|16.7|6440.5|1.22|0.66|0.56|4.44|4.72|4.13|0
2017-18|Rudy Gay|57.0|36.0|21.0|21.6|8299.3|1.57|0.86|0.71|4.38|4.63|4.1|8
2017-18|Rudy Gobert|56.0|37.0|19.0|32.4|12175.9|2.31|1.26|1.04|4.3|4.62|3.97|7
2017-18|Russell Westbrook|78.0|47.0|31.0|36.4|13246.1|2.51|1.35|1.16|4.14|4.67|3.66|1
2017-18|Ryan Anderson|66.0|52.0|14.0|26.1|9474.3|1.79|0.95|0.84|4.13|4.39|3.89|6
2017-18|Ryan Arcidiacono|24.0|6.0|18.0|12.7|5249.6|0.99|0.53|0.47|4.73|5.24|4.23|1
2017-18|Salah Mejri|61.0|21.0|40.0|11.9|4579.4|0.87|0.46|0.41|4.37|4.49|4.23|2
2017-18|Sam Dekker|73.0|36.0|37.0|12.1|5036.1|0.95|0.51|0.45|4.74|5.27|4.27|2
2017-18|Scotty Hopson|1.0|0.0|1.0|8.4|3579.0|0.68|0.35|0.33|5.04|4.12|4.54|0
2017-18|Sean Kilpatrick|52.0|22.0|30.0|12.3|4628.9|0.88|0.47|0.41|4.32|4.68|3.97|4
2017-18|Semi Ojeleye|70.0|47.0|23.0|16.2|6298.3|1.19|0.65|0.55|4.43|4.71|4.14|1
2017-18|Serge Ibaka|76.0|53.0|23.0|27.5|10161.9|1.92|1.04|0.88|4.22|4.57|3.88|6
2017-18|Shabazz Muhammad|43.0|25.0|18.0|9.7|3860.1|0.73|0.37|0.36|4.53|4.56|4.5|1
2017-18|Shabazz Napier|74.0|46.0|28.0|20.8|7656.6|1.45|0.8|0.65|4.23|4.51|3.93|0
2017-18|Shane Larkin|51.0|36.0|15.0|14.6|5629.9|1.07|0.57|0.5|4.41|4.51|4.3|2
2017-18|Shaquille Harrison|23.0|3.0|20.0|16.7|7380.5|1.4|0.75|0.65|5.0|5.5|4.53|0
2017-18|Shaun Livingston|71.0|49.0|22.0|15.9|6200.5|1.17|0.62|0.55|4.47|5.01|3.99|9
2017-18|Shelvin Mack|69.0|21.0|48.0|19.8|7806.5|1.48|0.8|0.68|4.54|4.92|4.16|1
2017-18|Sindarius Thornwell|73.0|36.0|37.0|15.8|6342.3|1.2|0.6|0.6|4.55|4.75|4.37|0
2017-18|Skal Labissiere|60.0|19.0|41.0|20.7|7967.5|1.51|0.8|0.71|4.42|4.65|4.19|2
2017-18|Solomon Hill|12.0|8.0|4.0|15.6|5877.7|1.11|0.6|0.52|4.31|4.79|3.86|2
2017-18|Spencer Dinwiddie|78.0|27.0|51.0|28.9|10504.7|1.99|1.12|0.87|4.13|4.51|3.72|1
2017-18|Stanley Johnson|69.0|33.0|36.0|27.4|10304.9|1.95|1.01|0.94|4.29|4.43|4.15|2
2017-18|Stephen Curry|51.0|41.0|10.0|32.0|12764.6|2.42|1.28|1.13|4.55|5.24|3.96|7
2017-18|Sterling Brown|54.0|26.0|28.0|14.4|5505.6|1.04|0.52|0.53|4.42|4.46|4.38|2
2017-18|Steven Adams|75.0|43.0|32.0|32.8|11779.2|2.23|1.1|1.13|4.09|4.22|3.98|3
2017-18|T.J. Leaf|53.0|31.0|22.0|8.7|3404.7|0.64|0.36|0.29|4.51|4.78|4.19|3
2017-18|T.J. McConnell|75.0|50.0|25.0|22.4|9434.6|1.79|0.97|0.82|4.78|5.24|4.32|3
2017-18|T.J. Warren|65.0|18.0|47.0|33.0|12893.7|2.44|1.28|1.16|4.46|4.72|4.21|2
2017-18|Taj Gibson|82.0|47.0|35.0|33.3|12295.1|2.33|1.25|1.08|4.21|4.36|4.05|4
2017-18|Tarik Black|51.0|40.0|11.0|10.5|4005.0|0.76|0.4|0.35|4.33|4.55|4.09|3
2017-18|Taurean Prince|81.0|24.0|57.0|30.0|10913.9|2.07|1.09|0.97|4.14|4.33|3.95|1
2017-18|Terrance Ferguson|59.0|37.0|22.0|12.6|4782.4|0.91|0.44|0.47|4.32|4.29|4.35|0
2017-18|Terrence Ross|24.0|10.0|14.0|25.0|9966.4|1.89|0.97|0.92|4.55|4.89|4.25|2
2017-18|Terry Rozier|77.0|51.0|26.0|26.0|10344.0|1.96|1.08|0.88|4.53|4.88|4.17|0
2017-18|Thabo Sefolosha|38.0|16.0|22.0|21.2|8133.7|1.54|0.85|0.7|4.38|4.74|4.01|5
2017-18|Thaddeus Young|81.0|48.0|33.0|32.2|12305.5|2.33|1.2|1.13|4.36|4.56|4.16|2
2017-18|Thomas Bryant|15.0|7.0|8.0|4.8|1890.1|0.36|0.19|0.16|4.5|5.0|3.86|5
2017-18|Thon Maker|73.0|40.0|33.0|16.8|6711.6|1.27|0.63|0.65|4.57|4.65|4.49|0
2017-18|Tim Frazier|59.0|31.0|28.0|14.2|5456.3|1.03|0.54|0.49|4.42|4.66|4.17|0
2017-18|Tim Hardaway|57.0|19.0|38.0|33.1|12353.6|2.34|1.25|1.09|4.28|4.53|4.02|0
2017-18|Tim Quarterman|3.0|2.0|1.0|4.3|1713.3|0.32|0.19|0.13|4.71|4.72|4.7|5
2017-18|Timofey Mozgov|29.0|11.0|18.0|11.9|4771.5|0.9|0.51|0.4|4.58|5.0|4.13|3
2017-18|Timothe Luwawu-Cabarrot|51.0|29.0|22.0|15.6|6617.5|1.25|0.69|0.57|4.83|5.37|4.3|0
2017-18|Tobias Harris|80.0|39.0|41.0|33.4|13062.0|2.47|1.37|1.1|4.46|4.91|4.0|0
2017-18|Tomas Satoransky|73.0|39.0|34.0|22.5|9014.8|1.71|0.91|0.8|4.62|4.87|4.37|1
2017-18|Tony Allen|22.0|12.0|10.0|12.4|4729.8|0.9|0.47|0.43|4.34|4.68|4.02|7
2017-18|Tony Bradley|9.0|6.0|3.0|3.2|1206.1|0.23|0.12|0.11|4.35|4.35|4.35|5
2017-18|Tony Parker|55.0|32.0|23.0|19.5|8007.8|1.52|0.87|0.65|4.68|5.12|4.19|15
2017-18|Tony Snell|74.0|42.0|32.0|27.4|9712.2|1.84|0.9|0.94|4.06|4.18|3.94|2
2017-18|Torrey Craig|39.0|22.0|17.0|16.1|6532.1|1.24|0.64|0.6|4.62|4.78|4.48|2
2017-18|Travis Wear|17.0|7.0|10.0|13.4|4987.9|0.94|0.5|0.44|4.43|5.07|3.84|0
2017-18|Treveon Graham|63.0|28.0|35.0|16.7|6703.9|1.27|0.68|0.59|4.59|4.79|4.38|4
2017-18|Trevor Ariza|67.0|51.0|16.0|33.9|11833.1|2.24|1.14|1.11|3.98|4.03|3.94|3
2017-18|Trevor Booker|67.0|36.0|31.0|17.1|6609.7|1.25|0.67|0.58|4.41|4.68|4.14|13
2017-18|Trey Burke|36.0|10.0|26.0|21.8|8577.1|1.62|0.88|0.75|4.52|4.87|4.17|0
2017-18|Trey Lyles|73.0|41.0|32.0|19.1|6896.3|1.31|0.72|0.59|4.16|4.52|3.79|0
2017-18|Trey McKinney-Jones|1.0|1.0|0.0|1.2|533.0|0.1|0.06|0.04|4.85|7.24|0.0|0
2017-18|Tristan Thompson|53.0|27.0|26.0|20.2|7997.4|1.51|0.81|0.71|4.5|4.79|4.21|4
2017-18|Troy Daniels|79.0|20.0|59.0|20.5|8272.2|1.57|0.86|0.7|4.59|5.09|4.1|1
2017-18|Troy Williams|21.0|7.0|14.0|14.6|5806.2|1.1|0.58|0.51|4.63|4.88|4.38|6
2017-18|Tyler Cavanaugh|38.0|11.0|27.0|13.3|5348.1|1.01|0.57|0.44|4.6|5.05|4.13|0
2017-18|Tyler Dorsey|56.0|15.0|41.0|17.4|6824.9|1.29|0.68|0.61|4.49|4.65|4.31|3
2017-18|Tyler Ennis|54.0|22.0|32.0|12.7|5013.5|0.95|0.51|0.44|4.63|5.18|4.14|2
2017-18|Tyler Johnson|71.0|38.0|33.0|28.5|11234.1|2.13|1.13|1.0|4.48|4.65|4.3|5
2017-18|Tyler Lydon|1.0|1.0|0.0|2.2|897.0|0.17|0.11|0.06|5.53|4.28|7.8|4
2017-18|Tyler Ulis|71.0|20.0|51.0|23.4|9101.4|1.72|0.89|0.83|4.44|4.67|4.21|0
2017-18|Tyler Zeller|64.0|26.0|38.0|16.6|6372.2|1.21|0.64|0.56|4.38|4.65|4.12|6
2017-18|Tyreke Evans|52.0|19.0|33.0|30.9|10670.6|2.02|1.12|0.9|3.94|4.3|3.56|8
2017-18|Tyrone Wallace|30.0|17.0|13.0|28.4|11399.7|2.16|1.14|1.02|4.59|4.98|4.22|0
2017-18|Tyson Chandler|46.0|15.0|31.0|25.0|8619.2|1.63|0.86|0.77|3.93|4.13|3.72|7
2017-18|Tyus Jones|82.0|47.0|35.0|17.9|7070.8|1.34|0.72|0.62|4.5|4.71|4.27|0
2017-18|Udonis Haslem|14.0|9.0|5.0|5.1|1617.3|0.31|0.17|0.14|3.61|3.63|3.58|0
2017-18|Vander Blue|5.0|1.0|4.0|9.0|3287.4|0.62|0.32|0.3|4.16|4.85|3.61|2
2017-18|Victor Oladipo|75.0|48.0|27.0|34.0|13279.3|2.52|1.32|1.2|4.45|4.75|4.15|4
2017-18|Vince Carter|58.0|20.0|38.0|17.7|6107.3|1.16|0.63|0.53|3.97|4.2|3.72|3
2017-18|Vincent Hunter|4.0|0.0|4.0|1.9|620.5|0.12|0.06|0.05|4.06|4.99|3.17|0
2017-18|Wade Baldwin|7.0|4.0|3.0|11.5|4732.3|0.9|0.47|0.43|4.82|5.11|4.53|0
2017-18|Walt Lemon|5.0|4.0|1.0|7.0|1976.0|0.37|0.19|0.18|4.91|5.13|4.68|0
2017-18|Wayne Ellington|76.0|41.0|35.0|26.6|10160.2|1.92|1.07|0.86|4.36|4.7|3.99|0
2017-18|Wayne Selden|35.0|10.0|25.0|19.8|7412.1|1.4|0.77|0.64|4.28|4.57|3.97|0
2017-18|Wes Iwundu|62.0|18.0|44.0|16.5|6425.5|1.22|0.64|0.57|4.53|4.66|4.38|2
2017-18|Wesley Johnson|74.0|38.0|36.0|20.1|7464.6|1.41|0.72|0.7|4.23|4.37|4.1|0
2017-18|Wesley Matthews|63.0|20.0|43.0|33.8|12476.2|2.36|1.31|1.05|4.2|4.48|3.91|0
2017-18|Will Barton|81.0|46.0|35.0|33.1|12052.6|2.28|1.24|1.04|4.21|4.57|3.85|6
2017-18|Willie Cauley-Stein|73.0|23.0|50.0|28.0|10600.9|2.01|1.07|0.94|4.31|4.59|4.04|3
2017-18|Willie Reed|42.0|20.0|22.0|10.2|3814.4|0.72|0.36|0.36|4.26|4.43|4.1|2
2017-18|Willy Hernangomez|48.0|20.0|28.0|10.3|3947.9|0.75|0.4|0.35|4.38|4.72|4.05|1
2017-18|Wilson Chandler|74.0|41.0|33.0|31.7|11196.7|2.12|1.11|1.01|4.04|4.18|3.89|5
2017-18|Xavier Munford|6.0|2.0|4.0|3.5|1253.2|0.24|0.13|0.1|4.43|4.81|3.99|0
2017-18|Xavier Rathan-Mayes|5.0|0.0|5.0|23.6|8593.0|1.63|0.91|0.72|4.65|5.23|4.16|0
2017-18|Xavier Silas|2.0|1.0|1.0|3.8|1447.0|0.27|0.13|0.14|4.02|5.58|4.26|0
2017-18|Yogi Ferrell|82.0|24.0|58.0|27.8|10791.7|2.04|1.12|0.93|4.42|4.72|4.1|0
2017-18|Zach Collins|66.0|41.0|25.0|15.8|5736.1|1.09|0.59|0.5|4.15|4.32|3.98|2
2017-18|Zach LaVine|24.0|9.0|15.0|27.4|10967.7|2.08|1.12|0.96|4.6|5.05|4.17|5
2017-18|Zach Randolph|59.0|18.0|41.0|25.6|8869.9|1.68|0.9|0.78|3.96|4.06|3.84|4
2017-18|Zaza Pachulia|69.0|47.0|22.0|14.1|5235.0|0.99|0.5|0.49|4.25|4.56|3.98|7
2017-18|Zhou Qi|18.0|14.0|4.0|6.9|2525.6|0.48|0.26|0.22|4.1|4.2|3.99|0
2016-17|AJ Hammons|22.0|4.0|18.0|7.4|2571.2|0.49|0.25|0.23|3.94|4.16|3.72|0
2016-17|Aaron Brooks|64.0|36.0|28.0|13.6|4953.5|0.94|0.51|0.43|4.14|4.35|3.92|3
2016-17|Aaron Gordon|80.0|29.0|51.0|28.7|11234.2|2.13|1.14|0.99|4.45|4.85|4.06|2
2016-17|Aaron Harrison|5.0|2.0|3.0|3.3|1180.8|0.22|0.12|0.1|3.98|4.19|3.75|6
2016-17|Adreian Payne|18.0|5.0|13.0|7.5|2840.5|0.54|0.29|0.25|4.32|4.65|3.9|1
2016-17|Al Horford|68.0|46.0|22.0|32.3|11286.5|2.14|1.12|1.02|3.99|4.2|3.77|1
2016-17|Al Jefferson|65.0|33.0|32.0|14.2|4898.0|0.93|0.49|0.44|3.93|3.97|3.89|2
2016-17|Al-Farouq Aminu|61.0|33.0|28.0|29.1|10738.0|2.03|1.11|0.93|4.21|4.53|3.88|3
2016-17|Alan Anderson|30.0|20.0|10.0|10.3|3706.6|0.7|0.35|0.35|4.12|3.99|4.25|6
2016-17|Alan Williams|47.0|11.0|36.0|15.1|5514.8|1.04|0.54|0.51|4.21|4.55|3.89|0
2016-17|Alec Burks|42.0|26.0|16.0|15.6|5751.6|1.09|0.58|0.51|4.22|4.33|4.07|5
2016-17|Alex Abrines|68.0|37.0|31.0|15.5|5935.7|1.12|0.6|0.53|4.38|4.7|4.07|1
2016-17|Alex Len|75.0|20.0|55.0|20.4|7467.6|1.41|0.75|0.67|4.17|4.54|3.83|4
2016-17|Alex Poythress|6.0|0.0|6.0|26.1|10594.3|2.01|1.09|0.91|4.59|5.11|4.16|0
2016-17|Alexis Ajinca|39.0|15.0|24.0|15.0|5514.1|1.04|0.55|0.49|4.2|4.62|3.8|0
2016-17|Allen Crabbe|79.0|39.0|40.0|28.5|10897.0|2.06|1.14|0.92|4.35|4.76|3.94|2
2016-17|Alonzo Gee|13.0|4.0|9.0|6.9|2623.5|0.5|0.25|0.24|4.36|4.35|4.37|2
2016-17|Amir Johnson|80.0|51.0|29.0|20.1|7090.8|1.34|0.69|0.66|4.02|4.2|3.84|0
2016-17|Anderson Varejao|14.0|12.0|2.0|6.6|2682.6|0.51|0.27|0.24|4.64|4.89|4.39|9
2016-17|Andre Drummond|81.0|36.0|45.0|29.8|10624.3|2.01|1.02|0.99|4.07|4.15|3.99|2
2016-17|Andre Iguodala|76.0|64.0|12.0|26.3|9741.5|1.84|0.96|0.89|4.21|4.63|3.84|7
2016-17|Andre Roberson|79.0|46.0|33.0|30.1|11786.1|2.23|1.12|1.11|4.46|4.73|4.22|3
2016-17|Andrew Bogut|27.0|8.0|19.0|21.6|7271.3|1.38|0.75|0.62|3.84|3.92|3.75|12
2016-17|Andrew Harrison|72.0|38.0|34.0|20.5|7116.4|1.35|0.74|0.61|3.95|4.14|3.75|0
2016-17|Andrew Nicholson|38.0|20.0|18.0|9.0|3226.7|0.61|0.33|0.28|4.08|4.37|3.79|0
2016-17|Andrew Wiggins|82.0|31.0|51.0|37.2|13024.1|2.47|1.34|1.13|3.98|4.23|3.73|0
2016-17|Anthony Bennett|22.0|3.0|19.0|11.0|4203.9|0.8|0.43|0.37|4.33|4.89|3.82|3
2016-17|Anthony Brown|11.0|3.0|8.0|14.5|5557.6|1.05|0.54|0.51|4.38|4.7|4.09|3
2016-17|Anthony Davis|75.0|31.0|44.0|36.1|12574.2|2.38|1.24|1.15|3.96|4.33|3.64|9
2016-17|Anthony Morrow|49.0|25.0|24.0|14.6|5131.0|0.97|0.5|0.47|4.01|4.24|3.78|0
2016-17|Anthony Tolliver|65.0|26.0|39.0|22.7|8589.0|1.63|0.9|0.73|4.3|4.62|3.98|3
2016-17|Archie Goodwin|15.0|8.0|7.0|14.3|5668.3|1.07|0.54|0.53|4.52|4.61|4.44|1
2016-17|Arinze Onuaku|8.0|3.0|5.0|3.5|1144.5|0.22|0.11|0.11|3.6|4.05|3.61|0
2016-17|Aron Baynes|75.0|34.0|41.0|15.5|5512.6|1.04|0.53|0.51|4.05|4.13|3.96|2
2016-17|Arron Afflalo|61.0|23.0|38.0|25.9|9298.4|1.76|0.97|0.79|4.09|4.29|3.88|3
2016-17|Austin Rivers|74.0|43.0|31.0|27.8|10180.5|1.93|1.03|0.9|4.18|4.37|3.98|4
2016-17|Avery Bradley|55.0|34.0|21.0|33.4|12604.0|2.39|1.23|1.16|4.3|4.47|4.14|4
2016-17|Axel Toupane|4.0|2.0|2.0|11.9|4833.5|0.92|0.46|0.45|4.68|4.89|4.27|0
2016-17|Ben Bentil|3.0|2.0|1.0|3.3|1275.3|0.24|0.13|0.11|4.26|4.49|3.98|0
2016-17|Ben McLemore|61.0|27.0|34.0|19.3|7621.1|1.44|0.78|0.66|4.5|4.75|4.24|4
2016-17|Beno Udrih|39.0|18.0|21.0|14.4|5596.6|1.06|0.61|0.45|4.44|5.08|3.8|4
2016-17|Bismack Biyombo|81.0|29.0|52.0|22.1|8065.1|1.53|0.8|0.72|4.15|4.34|3.96|0
2016-17|Blake Griffin|61.0|40.0|21.0|34.0|11390.4|2.16|1.14|1.02|3.81|4.0|3.62|11
2016-17|Boban Marjanovic|35.0|16.0|19.0|8.4|2912.6|0.55|0.29|0.26|3.96|4.1|3.83|3
2016-17|Bobby Brown|25.0|18.0|7.0|4.9|1709.9|0.32|0.17|0.15|3.96|4.22|3.69|3
2016-17|Bobby Portis|64.0|30.0|34.0|15.6|6077.5|1.15|0.62|0.53|4.43|4.74|4.12|1
2016-17|Bojan Bogdanovic|80.0|23.0|57.0|25.8|9794.5|1.86|0.99|0.86|4.33|4.72|3.96|1
2016-17|Boris Diaw|73.0|45.0|28.0|17.6|6315.8|1.2|0.67|0.53|4.09|4.38|3.78|6
2016-17|Bradley Beal|77.0|48.0|29.0|34.9|12840.6|2.43|1.28|1.15|4.19|4.54|3.86|10
2016-17|Brandan Wright|28.0|14.0|14.0|16.0|5524.6|1.05|0.56|0.49|3.96|4.0|3.9|6
2016-17|Brandon Bass|52.0|29.0|23.0|11.1|4148.4|0.79|0.43|0.36|4.26|4.43|4.08|3
2016-17|Brandon Ingram|79.0|26.0|53.0|28.9|11045.2|2.09|1.13|0.96|4.36|4.73|3.99|0
2016-17|Brandon Jennings|81.0|37.0|44.0|22.2|8626.2|1.63|0.89|0.75|4.42|4.81|4.04|1
2016-17|Brandon Knight|53.0|16.0|37.0|21.2|8200.1|1.55|0.82|0.73|4.41|4.75|4.09|7
2016-17|Brandon Rush|47.0|15.0|32.0|21.9|8425.1|1.6|0.84|0.76|4.37|4.42|4.32|7
2016-17|Brian Roberts|41.0|16.0|25.0|10.2|3959.9|0.75|0.42|0.33|4.44|4.77|4.1|2
2016-17|Briante Weber|20.0|12.0|8.0|10.3|4204.6|0.8|0.43|0.36|4.66|4.8|4.51|1
2016-17|Brice Johnson|3.0|1.0|2.0|3.1|1028.7|0.19|0.11|0.08|3.9|4.03|3.78|2
2016-17|Brook Lopez|75.0|20.0|55.0|29.6|10535.7|2.0|1.06|0.94|4.05|4.35|3.76|5
2016-17|Bruno Caboclo|8.0|7.0|1.0|4.8|1914.9|0.36|0.2|0.16|4.56|4.89|4.21|6
2016-17|Bryn Forbes|35.0|24.0|11.0|8.0|3035.7|0.57|0.32|0.25|4.32|4.72|3.9|9
2016-17|Buddy Hield|82.0|31.0|51.0|23.0|9436.1|1.79|0.96|0.83|4.66|5.12|4.23|0
2016-17|C.J. Watson|62.0|20.0|42.0|16.3|6218.3|1.18|0.63|0.54|4.34|4.74|3.96|3
2016-17|C.J. Wilcox|22.0|8.0|14.0|4.9|1787.1|0.34|0.18|0.16|4.12|4.44|3.93|3
2016-17|CJ McCollum|80.0|40.0|40.0|35.0|13753.8|2.6|1.48|1.13|4.49|5.02|3.94|0
2016-17|CJ Miles|75.0|39.0|36.0|23.4|8335.9|1.58|0.84|0.74|4.06|4.32|3.8|0
2016-17|Cameron Payne|31.0|16.0|15.0|14.9|5654.9|1.07|0.58|0.49|4.32|4.75|3.91|6
2016-17|Caris LeVert|56.0|15.0|41.0|21.8|8290.2|1.57|0.83|0.74|4.34|4.75|3.96|3
2016-17|Carmelo Anthony|74.0|29.0|45.0|34.3|11653.2|2.21|1.19|1.01|3.86|4.09|3.63|6
2016-17|Chandler Parsons|34.0|18.0|16.0|19.8|7267.6|1.38|0.77|0.61|4.17|4.51|3.81|8
2016-17|Channing Frye|74.0|44.0|30.0|18.9|6528.0|1.24|0.66|0.57|3.93|4.22|3.64|0
2016-17|Chasson Randle|26.0|8.0|18.0|11.5|4740.9|0.9|0.48|0.42|4.69|5.22|4.2|1
2016-17|Cheick Diallo|17.0|9.0|8.0|11.7|4548.7|0.86|0.44|0.42|4.41|4.79|4.07|0
2016-17|Chinanu Onuaku|5.0|2.0|3.0|10.3|3617.0|0.69|0.37|0.31|3.96|4.33|3.81|12
2016-17|Chris Andersen|12.0|8.0|4.0|9.5|3334.1|0.63|0.32|0.31|4.01|4.38|3.69|5
2016-17|Chris McCullough|16.0|1.0|15.0|5.0|1986.8|0.38|0.19|0.19|4.47|5.44|3.8|3
2016-17|Chris Paul|61.0|43.0|18.0|31.5|10925.4|2.07|1.13|0.94|3.95|4.3|3.6|9
2016-17|Christian Wood|13.0|5.0|8.0|8.2|3160.0|0.6|0.33|0.27|4.38|4.66|4.09|5
2016-17|Clint Capela|65.0|44.0|21.0|23.9|8839.1|1.67|0.87|0.8|4.23|4.62|3.88|5
2016-17|Cody Zeller|62.0|33.0|29.0|27.8|10552.0|2.0|1.09|0.91|4.31|4.7|3.93|6
2016-17|Cole Aldrich|62.0|23.0|39.0|8.6|3162.2|0.6|0.32|0.28|4.2|4.5|3.91|0
2016-17|Corey Brewer|82.0|47.0|35.0|15.6|5927.4|1.12|0.56|0.56|4.32|4.52|4.13|0
2016-17|Cory Joseph|79.0|48.0|31.0|25.0|10098.7|1.91|1.03|0.88|4.6|4.89|4.3|1
2016-17|Courtney Lee|77.0|29.0|48.0|31.9|11943.1|2.26|1.19|1.07|4.25|4.42|4.08|6
2016-17|Cristiano Felicio|66.0|31.0|35.0|15.8|5943.3|1.13|0.59|0.54|4.3|4.52|4.08|3
2016-17|D'Angelo Russell|63.0|21.0|42.0|28.7|11042.4|2.09|1.15|0.94|4.38|4.83|3.92|6
2016-17|D.J. Augustin|78.0|29.0|49.0|19.7|7093.7|1.34|0.74|0.6|4.1|4.43|3.75|0
2016-17|Dahntay Jones|1.0|0.0|1.0|12.0|4114.0|0.78|0.44|0.34|4.0|3.54|3.46|0
2016-17|Damian Jones|10.0|7.0|3.0|8.5|3108.4|0.59|0.31|0.28|4.16|4.29|4.03|3
2016-17|Damian Lillard|75.0|38.0|37.0|35.9|13144.8|2.49|1.41|1.08|4.17|4.66|3.67|1
2016-17|Damjan Rudez|45.0|12.0|33.0|7.0|2580.2|0.49|0.27|0.22|4.22|4.7|3.73|4
2016-17|Daniel Ochefu|19.0|12.0|7.0|3.9|1395.0|0.26|0.14|0.12|4.01|4.12|3.89|2
2016-17|Danilo Gallinari|62.0|30.0|32.0|33.9|12006.0|2.27|1.25|1.03|4.02|4.42|3.63|2
2016-17|Danny Green|67.0|51.0|16.0|26.5|10461.9|1.98|1.09|0.89|4.49|4.76|4.2|6
2016-17|Dante Cunningham|66.0|28.0|38.0|25.0|9924.4|1.88|0.98|0.9|4.52|4.9|4.18|3
2016-17|Dante Exum|66.0|40.0|26.0|18.6|7200.2|1.36|0.73|0.64|4.41|4.58|4.23|2
2016-17|Danuel House|1.0|0.0|1.0|0.8|264.0|0.05|0.02|0.03|7.24|0.0|0.0|5
2016-17|Dario Saric|81.0|28.0|53.0|26.3|10286.4|1.95|1.07|0.87|4.46|4.84|4.06|0
2016-17|Darrell Arthur|41.0|20.0|21.0|15.6|5468.8|1.04|0.55|0.48|4.02|4.35|3.71|7
2016-17|Darren Collison|68.0|26.0|42.0|30.3|11131.2|2.11|1.15|0.95|4.18|4.38|3.94|2
2016-17|Darrun Hilliard|39.0|19.0|20.0|9.8|3694.9|0.7|0.39|0.31|4.32|4.69|3.94|1
2016-17|David Lee|78.0|58.0|20.0|18.8|6920.1|1.31|0.69|0.62|4.2|4.42|3.98|2
2016-17|David Nwaba|20.0|5.0|15.0|19.9|7909.6|1.5|0.75|0.75|4.54|4.69|4.37|0
2016-17|David West|68.0|56.0|12.0|12.6|4160.3|0.79|0.4|0.39|3.78|3.96|3.6|3
2016-17|Davis Bertans|66.0|51.0|15.0|12.2|4906.4|0.93|0.53|0.4|4.59|5.2|3.98|1
2016-17|DeAndre Jordan|81.0|51.0|30.0|31.7|10698.2|2.03|1.07|0.96|3.84|4.01|3.66|4
2016-17|DeAndre Liggins|62.0|40.0|22.0|12.5|4927.2|0.93|0.47|0.47|4.48|4.42|4.55|1
2016-17|DeAndre' Bembry|38.0|20.0|18.0|9.8|3661.8|0.69|0.36|0.33|4.28|4.54|3.99|0
2016-17|DeMar DeRozan|73.0|46.0|27.0|35.5|12655.3|2.4|1.34|1.06|4.06|4.42|3.69|3
2016-17|DeMarcus Cousins|72.0|30.0|42.0|34.2|10800.0|2.05|1.07|0.97|3.6|3.67|3.52|7
2016-17|DeMarre Carroll|71.0|43.0|28.0|26.2|9563.0|1.81|0.95|0.86|4.16|4.26|4.05|7
2016-17|Dejounte Murray|38.0|29.0|9.0|8.5|3425.8|0.65|0.35|0.3|4.62|4.92|4.31|3
2016-17|Delon Wright|27.0|19.0|8.0|16.5|6635.9|1.26|0.67|0.59|4.57|4.9|4.23|9
2016-17|Demetrius Jackson|5.0|1.0|4.0|3.4|1303.0|0.25|0.13|0.11|4.23|5.35|3.93|2
2016-17|Dennis Schroder|79.0|42.0|37.0|31.4|11931.4|2.26|1.22|1.04|4.32|4.76|3.91|0
2016-17|Denzel Valentine|57.0|28.0|29.0|17.1|6602.8|1.25|0.67|0.58|4.39|4.72|4.06|1
2016-17|Deron Williams|63.0|24.0|39.0|25.8|9155.2|1.73|0.97|0.76|4.04|4.37|3.69|9
2016-17|Derrick Favors|50.0|33.0|17.0|23.7|8625.9|1.63|0.89|0.75|4.15|4.33|3.94|7
2016-17|Derrick Jones|32.0|7.0|25.0|17.0|6747.4|1.28|0.64|0.63|4.56|4.85|4.3|0
2016-17|Derrick Rose|64.0|26.0|38.0|32.5|11977.7|2.27|1.23|1.03|4.19|4.5|3.87|10
2016-17|Derrick Williams|50.0|16.0|34.0|16.1|6056.8|1.15|0.63|0.52|4.29|4.64|3.92|1
2016-17|Devin Booker|76.0|23.0|53.0|35.0|12688.9|2.4|1.28|1.12|4.13|4.51|3.77|1
2016-17|Devin Harris|64.0|28.0|36.0|16.7|6058.8|1.15|0.64|0.51|4.13|4.43|3.81|7
2016-17|Dewayne Dedmon|75.0|55.0|20.0|17.5|6444.7|1.22|0.66|0.56|4.19|4.5|3.87|4
2016-17|Deyonta Davis|36.0|23.0|13.0|6.6|2397.0|0.45|0.24|0.22|4.12|4.34|3.95|2
2016-17|Diamond Stone|7.0|6.0|1.0|3.5|1354.0|0.26|0.14|0.12|4.45|4.44|4.47|2
2016-17|Dion Waiters|46.0|27.0|19.0|30.1|10822.9|2.05|1.12|0.92|4.09|4.39|3.78|2
2016-17|Dirk Nowitzki|53.0|22.0|31.0|26.3|8317.8|1.58|0.84|0.73|3.61|3.72|3.49|13
